ratio_loss_0.1,ratio_loss_0.2,ratio_loss_0.6,ratio_loss_0.8,ratio_loss_0.9
0.0001853012363426,0.0001732289529172,0.0001397797022946,0.0001001519995043,9.64817299973e-05
0.0001760234881658,0.0001659366680542,0.0001298616989515,0.0001004081277642,9.93762805592e-05
0.000176490022568,0.0001612787600606,0.0001323384931311,9.57830052357e-05,9.8519558378e-05
0.0001752242969814,0.000161937190569,0.0001317630521953,9.72027701209e-05,9.55520445131e-05
0.0001739932049531,0.0001592610205989,0.0001337792928097,9.81464108917e-05,9.42999176913e-05
0.0001794238050933,0.000153495799168,0.0001337460416834,9.59505559876e-05,9.29166635614e-05
0.0001713586389087,0.0001517018099548,0.0001232210488524,9.2710404715e-05,9.18861769605e-05
0.0001681321591604,0.0001580239622853,0.0001294672692893,9.2876391136e-05,9.96642920654e-05
0.0001685275055933,0.0001556614297442,0.0001280670112464,9.4405026175e-05,9.17895958991e-05
0.000168328435393,0.0001619231188669,0.0001298838178627,9.49034802033e-05,9.48267334024e-05
0.0001669634657446,0.0001526596897747,0.0001259057316929,9.31836839299e-05,9.40700119826e-05
0.0001650341146159,0.000159109942615,0.0001248813059646,8.76507547218e-05,9.00674494914e-05
0.0001630938204471,0.0001506871485617,0.000122147728689,9.27894143387e-05,9.02251704246e-05
0.0001631152699701,0.0001571704342495,0.0001208274043165,0.0001006991951726,0.0001810677931644
0.0001619955583009,0.000150682622916,0.0001270701759494,9.33272967813e-05,0.0001035968452924
0.0001530276640551,0.000149216139107,0.0001232599461218,0.0001080505462596,0.0002541845897212
0.0001668228360358,0.0001387832744512,0.000125323771499,9.29158704821e-05,0.0001927372941281
0.0001534191396785,0.0001430184638593,0.0001193600182887,9.72740381257e-05,0.0001215593947563
0.0001597928639966,0.0001459879276808,0.0001207287132274,9.71064218902e-05,0.0001596796792
0.000156900336151,0.0001514368050266,0.0001207199165946,9.07216526684e-05,0.0001661437709117
0.0001549313019495,0.0001421883935108,0.00011273886048,9.91211272776e-05,0.0001379644672852
0.0001548845029901,0.0001386432268191,0.0001164160566986,9.55317300395e-05,0.0001165630528703
0.0001540127268526,0.0001378191518597,0.0001145862042903,9.39509409363e-05,0.0001151150572695
0.0001526908017694,0.0001470803108531,0.0001225293381139,9.67836822383e-05,0.0001320129085797
0.0001465161330997,0.0001349644007859,0.0001130640739575,9.24082123674e-05,0.0001240597921423
0.0001436680031474,0.000140376665513,0.0001163077686214,8.77018319442e-05,0.0001104985640267
0.0001504412502981,0.0001319916918873,0.0001202361236209,8.67681155796e-05,0.0001045582466758
0.0001437226019334,0.0001330444938503,0.0001104626717278,9.02066676644e-05,0.0001040187053149
0.0001485295215388,0.0001318006543442,0.0001088542994693,8.38505657156e-05,0.0001073453749995
0.0001473920565331,0.0001335755077889,0.0001094566978281,8.33058657008e-05,0.0001031585634336
0.0001465656678192,0.0001272857480216,0.0001085562544176,8.73098761076e-05,0.0001031434221658
0.000145334895933,0.0001354189589619,0.0001136024584411,8.02468275651e-05,9.78486568783e-05
0.0001468064729124,0.0001333270338363,0.0001135785641963,9.02018873603e-05,9.99630356091e-05
0.0001453617878723,0.0001259806449525,0.0001063587696989,8.33214289741e-05,9.64161881711e-05
0.0001436546153854,0.0001309821673203,0.0001139837258961,8.62994347698e-05,9.31895920075e-05
0.0001380750327371,0.0001365169737255,0.0001063179661286,8.25684983283e-05,9.96178714558e-05
0.000143887795275,0.0001352845429209,0.0001116746789193,7.83748982939e-05,9.40141326282e-05
0.0001482279621995,0.0001319822040386,0.0001100060035241,8.15311213955e-05,9.17423749342e-05
0.0001473294978495,0.0001293305394938,0.0001047510595526,8.19353444967e-05,9.03450418263e-05
0.0001417881285306,0.0001274235692108,0.0001079079011105,7.86666350904e-05,8.99581937119e-05
0.0001407735835528,0.0001251222274731,0.0001080876681953,8.2183505583e-05,9.14407864911e-05
0.0001335506240138,0.0001337402936769,0.000107452928205,8.35650498629e-05,8.46029797685e-05
0.0001344663032796,0.0001250962814083,0.0001077681954484,7.97866377979e-05,8.45796748762e-05
0.0001389973622281,0.0001208871835842,0.0001089563738787,7.92740756878e-05,8.34856764413e-05
0.0001385434297844,0.0001230167108587,0.0001097929780371,7.8807977843e-05,8.61215521581e-05
0.0001426281814929,0.0001241038989974,0.0001067696648533,7.88843244663e-05,8.82358581293e-05
