"Step","wv3 ratio_0 - RND/FUG_loss","wv3 ratio_0 - RND/FUG_loss__MIN","wv3 ratio_0 - RND/FUG_loss__MAX"
"251","0.36963149905204773","0.36963149905204773","0.36963149905204773"
"259","0.07350299507379532","0.07350299507379532","0.07350299507379532"
"262","0.022735102102160454","0.022735102102160454","0.022735102102160454"
"284","0.006553377956151962","0.006553377956151962","0.006553377956151962"
"288","0.0057150376960635185","0.0057150376960635185","0.0057150376960635185"
"301","0.004957699216902256","0.004957699216902256","0.004957699216902256"
"314","0.004752560518682003","0.004752560518682003","0.004752560518682003"
"316","0.004635012708604336","0.004635012708604336","0.004635012708604336"
"320","0.004608499817550182","0.004608499817550182","0.004608499817550182"
"325","0.004582548514008522","0.004582548514008522","0.004582548514008522"
"335","0.004459828604012728","0.004459828604012728","0.004459828604012728"
"342","0.0043737078085541725","0.0043737078085541725","0.0043737078085541725"
"352","0.004261476453393698","0.004261476453393698","0.004261476453393698"
"357","0.004206641111522913","0.004206641111522913","0.004206641111522913"
"364","0.004160295706242323","0.004160295706242323","0.004160295706242323"
"379","0.004096752963960171","0.004096752963960171","0.004096752963960171"
"388","0.00407710624858737","0.00407710624858737","0.00407710624858737"
"404","0.004029029048979282","0.004029029048979282","0.004029029048979282"
"411","0.0040058474987745285","0.0040058474987745285","0.0040058474987745285"
"412","0.003913136199116707","0.003913136199116707","0.003913136199116707"
"425","0.003953829407691956","0.003953829407691956","0.003953829407691956"
"433","0.003948017954826355","0.003948017954826355","0.003948017954826355"
"440","0.0039317412301898","0.0039317412301898","0.0039317412301898"
"442","0.003862860146909952","0.003862860146909952","0.003862860146909952"
"449","0.0038976981304585934","0.0038976981304585934","0.0038976981304585934"
"466","0.0038757105357944965","0.0038757105357944965","0.0038757105357944965"
"467","0.0037946109659969807","0.0037946109659969807","0.0037946109659969807"
"469","0.0037537082098424435","0.0037537082098424435","0.0037537082098424435"
"476","0.003837024560198188","0.003837024560198188","0.003837024560198188"
"497","0.0038249208591878414","0.0038249208591878414","0.0038249208591878414"
