"Step","wv3 ratio_0 - RND/FUG_loss","wv3 ratio_0 - RND/FUG_loss__MIN","wv3 ratio_0 - RND/FUG_loss__MAX"
"250","0.36963149905204773","0.36963149905204773","0.36963149905204773"
"251","0.07350298762321472","0.07350298762321472","0.07350298762321472"
"252","0.022735102102160454","0.022735102102160454","0.022735102102160454"
"253","0.03987587243318558","0.03987587243318558","0.03987587243318558"
"254","0.05424309894442558","0.05424309894442558","0.05424309894442558"
"255","0.04953812435269356","0.04953812435269356","0.04953812435269356"
"256","0.03613375872373581","0.03613375872373581","0.03613375872373581"
"257","0.02344636246562004","0.02344636246562004","0.02344636246562004"
"258","0.01490258239209652","0.01490258239209652","0.01490258239209652"
"259","0.010369211435317993","0.010369211435317993","0.010369211435317993"
"260","0.008671112358570099","0.008671112358570099","0.008671112358570099"
"262","0.008648309856653214","0.008648309856653214","0.008648309856653214"
"263","0.009387633763253689","0.009387633763253689","0.009387633763253689"
"264","0.010202928446233273","0.010202928446233273","0.010202928446233273"
"265","0.010681825689971447","0.010681825689971447","0.010681825689971447"
"266","0.010672664269804955","0.010672664269804955","0.010672664269804955"
"267","0.010215090587735176","0.010215090587735176","0.010215090587735176"
"269","0.009456019848585129","0.009456019848585129","0.009456019848585129"
"270","0.008571664802730083","0.008571664802730083","0.008571664802730083"
"271","0.011809656396508217","0.011809656396508217","0.011809656396508217"
"272","0.007012334652245045","0.007012334652245045","0.007012334652245045"
"273","0.005631755571812391","0.005631755571812391","0.005631755571812391"
"274","0.006494260858744383","0.006494260858744383","0.006494260858744383"
"275","0.006289207376539707","0.006289207376539707","0.006289207376539707"
"276","0.0057720523327589035","0.0057720523327589035","0.0057720523327589035"
"277","0.005375831387937069","0.005375831387937069","0.005375831387937069"
"278","0.0050386227667331696","0.0050386227667331696","0.0050386227667331696"
"279","0.004847935866564512","0.004847935866564512","0.004847935866564512"
"280","0.00481129577383399","0.00481129577383399","0.00481129577383399"
"281","0.004839460365474224","0.004839460365474224","0.004839460365474224"
"283","0.004847146570682526","0.004847146570682526","0.004847146570682526"
"284","0.004772021435201168","0.004772021435201168","0.004772021435201168"
"285","0.004700223915278912","0.004700223915278912","0.004700223915278912"
"286","0.00463980995118618","0.00463980995118618","0.00463980995118618"
"287","0.004590755328536034","0.004590755328536034","0.004590755328536034"
"288","0.004550667479634285","0.004550667479634285","0.004550667479634285"
"289","0.004516248591244221","0.004516248591244221","0.004516248591244221"
"290","0.004486220423132181","0.004486220423132181","0.004486220423132181"
"291","0.004460319876670837","0.004460319876670837","0.004460319876670837"
"292","0.004433376714587212","0.004433376714587212","0.004433376714587212"
"293","0.004402632359415293","0.004402632359415293","0.004402632359415293"
"294","0.004370376467704773","0.004370376467704773","0.004370376467704773"
"295","0.004338034428656101","0.004338034428656101","0.004338034428656101"
"296","0.0043066879734396935","0.0043066879734396935","0.0043066879734396935"
"297","0.004280020948499441","0.004280020948499441","0.004280020948499441"
"298","0.00425585126504302","0.00425585126504302","0.00425585126504302"
"299","0.004234842956066132","0.004234842956066132","0.004234842956066132"
"300","0.00421690009534359","0.00421690009534359","0.00421690009534359"
"301","0.004200492985546589","0.004200492985546589","0.004200492985546589"
"302","0.004184771329164505","0.004184771329164505","0.004184771329164505"
"303","0.004164666868746281","0.004164666868746281","0.004164666868746281"
"304","0.004147309809923172","0.004147309809923172","0.004147309809923172"
"307","0.004156916402280331","0.004156916402280331","0.004156916402280331"
"308","0.004116583615541458","0.004116583615541458","0.004116583615541458"
"309","0.004079816862940788","0.004079816862940788","0.004079816862940788"
"310","0.0040428657084703445","0.0040428657084703445","0.0040428657084703445"
"312","0.0040232776664197445","0.0040232776664197445","0.0040232776664197445"
"313","0.003983869217336178","0.003983869217336178","0.003983869217336178"
"314","0.003947427496314049","0.003947427496314049","0.003947427496314049"
"315","0.003915974870324135","0.003915974870324135","0.003915974870324135"
"316","0.0038909378927201033","0.0038909378927201033","0.0038909378927201033"
"317","0.0038689880166202784","0.0038689880166202784","0.0038689880166202784"
"318","0.003848294261842966","0.003848294261842966","0.003848294261842966"
"319","0.0038330359384417534","0.0038330359384417534","0.0038330359384417534"
"320","0.0038211005739867687","0.0038211005739867687","0.0038211005739867687"
"321","0.0038095861673355103","0.0038095861673355103","0.0038095861673355103"
"322","0.00379545078612864","0.00379545078612864","0.00379545078612864"
"323","0.0037823645398020744","0.0037823645398020744","0.0037823645398020744"
"324","0.003769931383430958","0.003769931383430958","0.003769931383430958"
"325","0.0037576183676719666","0.0037576183676719666","0.0037576183676719666"
"326","0.0037450699601322412","0.0037450699601322412","0.0037450699601322412"
"327","0.003733804915100336","0.003733804915100336","0.003733804915100336"
"328","0.003722963621839881","0.003722963621839881","0.003722963621839881"
"329","0.003713910933583975","0.003713910933583975","0.003713910933583975"
"330","0.0037059818860143423","0.0037059818860143423","0.0037059818860143423"
"331","0.00370041630230844","0.00370041630230844","0.00370041630230844"
"332","0.003694236744195223","0.003694236744195223","0.003694236744195223"
"333","0.0036839249078184366","0.0036839249078184366","0.0036839249078184366"
"334","0.0036708246916532516","0.0036708246916532516","0.0036708246916532516"
"335","0.0036584048066288233","0.0036584048066288233","0.0036584048066288233"
"336","0.0036473420914262533","0.0036473420914262533","0.0036473420914262533"
"337","0.003639057744294405","0.003639057744294405","0.003639057744294405"
"338","0.0036347159184515476","0.0036347159184515476","0.0036347159184515476"
"339","0.003632846288383007","0.003632846288383007","0.003632846288383007"
"340","0.003631735220551491","0.003631735220551491","0.003631735220551491"
"341","0.0036300935316830873","0.0036300935316830873","0.0036300935316830873"
"342","0.0036271444987505674","0.0036271444987505674","0.0036271444987505674"
"344","0.003669875208288431","0.003669875208288431","0.003669875208288431"
"345","0.003640313632786274","0.003640313632786274","0.003640313632786274"
"347","0.0036509803030639887","0.0036509803030639887","0.0036509803030639887"
"348","0.0036082263104617596","0.0036082263104617596","0.0036082263104617596"
"349","0.0035817748866975307","0.0035817748866975307","0.0035817748866975307"
"350","0.0035675554536283016","0.0035675554536283016","0.0035675554536283016"
"351","0.0035541635006666183","0.0035541635006666183","0.0035541635006666183"
"352","0.0035467511042952538","0.0035467511042952538","0.0035467511042952538"
"353","0.003559244330972433","0.003559244330972433","0.003559244330972433"
"354","0.0035592149943113327","0.0035592149943113327","0.0035592149943113327"
"355","0.003563046921044588","0.003563046921044588","0.003563046921044588"
"356","0.003563042264431715","0.003563042264431715","0.003563042264431715"
"357","0.0035560934338718653","0.0035560934338718653","0.0035560934338718653"
"358","0.003556756302714348","0.003556756302714348","0.003556756302714348"
"359","0.0035660099238157272","0.0035660099238157272","0.0035660099238157272"
"360","0.003567363601177931","0.003567363601177931","0.003567363601177931"
"361","0.0035707796923816204","0.0035707796923816204","0.0035707796923816204"
"362","0.0035801760386675596","0.0035801760386675596","0.0035801760386675596"
"363","0.0035879637580364943","0.0035879637580364943","0.0035879637580364943"
"364","0.0036044218577444553","0.0036044218577444553","0.0036044218577444553"
"365","0.0035957687068730593","0.0035957687068730593","0.0035957687068730593"
"366","0.003603496588766575","0.003603496588766575","0.003603496588766575"
"367","0.0036207314115017653","0.0036207314115017653","0.0036207314115017653"
"368","0.0036146645434200764","0.0036146645434200764","0.0036146645434200764"
"369","0.0036368032451719046","0.0036368032451719046","0.0036368032451719046"
"370","0.0036832140758633614","0.0036832140758633614","0.0036832140758633614"
"371","0.003675145097076893","0.003675145097076893","0.003675145097076893"
"372","0.003722033929079771","0.003722033929079771","0.003722033929079771"
"373","0.003765060333535075","0.003765060333535075","0.003765060333535075"
"374","0.0037285443395376205","0.0037285443395376205","0.0037285443395376205"
"375","0.0038481284864246845","0.0038481284864246845","0.0038481284864246845"
"376","0.003835399402305484","0.003835399402305484","0.003835399402305484"
"377","0.0038703875616192818","0.0038703875616192818","0.0038703875616192818"
"378","0.004008864052593708","0.004008864052593708","0.004008864052593708"
"379","0.003918802831321955","0.003918802831321955","0.003918802831321955"
"380","0.004165228456258774","0.004165228456258774","0.004165228456258774"
"381","0.004048061557114124","0.004048061557114124","0.004048061557114124"
"382","0.004291521850973368","0.004291521850973368","0.004291521850973368"
"383","0.004290935583412647","0.004290935583412647","0.004290935583412647"
"386","0.004186675883829594","0.004186675883829594","0.004186675883829594"
"387","0.003944167867302895","0.003944167867302895","0.003944167867302895"
"388","0.003646743018180132","0.003646743018180132","0.003646743018180132"
"390","0.004761992022395134","0.004761992022395134","0.004761992022395134"
"391","0.004190496634691954","0.004190496634691954","0.004190496634691954"
"392","0.003772457828745246","0.003772457828745246","0.003772457828745246"
"393","0.0037221976090222597","0.0037221976090222597","0.0037221976090222597"
"394","0.0038156150840222836","0.0038156150840222836","0.0038156150840222836"
"395","0.0038093188777565956","0.0038093188777565956","0.0038093188777565956"
"396","0.0037056610453873873","0.0037056610453873873","0.0037056610453873873"
"397","0.003626422490924597","0.003626422490924597","0.003626422490924597"
"398","0.0036346842534840107","0.0036346842534840107","0.0036346842534840107"
"399","0.0036785288248211145","0.0036785288248211145","0.0036785288248211145"
"400","0.0036948358174413443","0.0036948358174413443","0.0036948358174413443"
"401","0.003689876291900873","0.003689876291900873","0.003689876291900873"
"402","0.0036838934756815434","0.0036838934756815434","0.0036838934756815434"
"403","0.003695514751598239","0.003695514751598239","0.003695514751598239"
"404","0.003722523804754019","0.003722523804754019","0.003722523804754019"
"405","0.003736245445907116","0.003736245445907116","0.003736245445907116"
"406","0.003711407771334052","0.003711407771334052","0.003711407771334052"
"407","0.0036671380512416363","0.0036671380512416363","0.0036671380512416363"
"408","0.0036182196345180273","0.0036182196345180273","0.0036182196345180273"
"409","0.003576840041205287","0.003576840041205287","0.003576840041205287"
"410","0.003553376067429781","0.003553376067429781","0.003553376067429781"
"411","0.003542410209774971","0.003542410209774971","0.003542410209774971"
"412","0.003530616872012615","0.003530616872012615","0.003530616872012615"
"413","0.0035220161080360413","0.0035220161080360413","0.0035220161080360413"
"414","0.0035236519761383533","0.0035236519761383533","0.0035236519761383533"
"415","0.003534868359565735","0.003534868359565735","0.003534868359565735"
"416","0.0035474414471536875","0.0035474414471536875","0.0035474414471536875"
"417","0.0035546510480344296","0.0035546510480344296","0.0035546510480344296"
"418","0.003548049135133624","0.003548049135133624","0.003548049135133624"
"419","0.0035329367965459824","0.0035329367965459824","0.0035329367965459824"
"420","0.003517512697726488","0.003517512697726488","0.003517512697726488"
"421","0.003508619964122772","0.003508619964122772","0.003508619964122772"
"422","0.0035016245674341917","0.0035016245674341917","0.0035016245674341917"
"423","0.0034954440779983997","0.0034954440779983997","0.0034954440779983997"
"424","0.0034862884785979986","0.0034862884785979986","0.0034862884785979986"
"425","0.00347560690715909","0.00347560690715909","0.00347560690715909"
"426","0.003467966802418232","0.003467966802418232","0.003467966802418232"
"427","0.0034659740049391985","0.0034659740049391985","0.0034659740049391985"
"428","0.003466312773525715","0.003466312773525715","0.003466312773525715"
"429","0.0034605683758854866","0.0034605683758854866","0.0034605683758854866"
"430","0.0034500635229051113","0.0034500635229051113","0.0034500635229051113"
"431","0.0034382203593850136","0.0034382203593850136","0.0034382203593850136"
"432","0.0034302938729524612","0.0034302938729524612","0.0034302938729524612"
"433","0.003428477793931961","0.003428477793931961","0.003428477793931961"
"434","0.0034251194447278976","0.0034251194447278976","0.0034251194447278976"
"435","0.0034171093720942736","0.0034171093720942736","0.0034171093720942736"
"436","0.003413487458601594","0.003413487458601594","0.003413487458601594"
"437","0.0034181014634668827","0.0034181014634668827","0.0034181014634668827"
"438","0.0034232493489980698","0.0034232493489980698","0.0034232493489980698"
"439","0.0034228600561618805","0.0034228600561618805","0.0034228600561618805"
"440","0.003418994601815939","0.003418994601815939","0.003418994601815939"
"441","0.0034206872805953026","0.0034206872805953026","0.0034206872805953026"
"442","0.003427329706028104","0.003427329706028104","0.003427329706028104"
"443","0.0034292005002498627","0.0034292005002498627","0.0034292005002498627"
"444","0.0034252009354531765","0.0034252009354531765","0.0034252009354531765"
"445","0.0034216297790408134","0.0034216297790408134","0.0034216297790408134"
"446","0.003425810718908906","0.003425810718908906","0.003425810718908906"
"447","0.0034243022091686726","0.0034243022091686726","0.0034243022091686726"
"448","0.0034183645620942116","0.0034183645620942116","0.0034183645620942116"
"449","0.003419965272769332","0.003419965272769332","0.003419965272769332"
"450","0.0034273313358426094","0.0034273313358426094","0.0034273313358426094"
"451","0.0034366450272500515","0.0034366450272500515","0.0034366450272500515"
"452","0.003440529340878129","0.003440529340878129","0.003440529340878129"
"453","0.003461673157289624","0.003461673157289624","0.003461673157289624"
"454","0.0034823263995349407","0.0034823263995349407","0.0034823263995349407"
"455","0.0034925476647913456","0.0034925476647913456","0.0034925476647913456"
"456","0.0035139364190399647","0.0035139364190399647","0.0035139364190399647"
"457","0.0035434493329375982","0.0035434493329375982","0.0035434493329375982"
"458","0.0035526598803699017","0.0035526598803699017","0.0035526598803699017"
"459","0.0035880436189472675","0.0035880436189472675","0.0035880436189472675"
"460","0.0036166487261652946","0.0036166487261652946","0.0036166487261652946"
"461","0.003635819535702467","0.003635819535702467","0.003635819535702467"
"463","0.0034325281158089638","0.0034325281158089638","0.0034325281158089638"
"464","0.0034336515236645937","0.0034336515236645937","0.0034336515236645937"
"465","0.0035800449550151825","0.0035800449550151825","0.0035800449550151825"
"466","0.0039186421781778336","0.0039186421781778336","0.0039186421781778336"
"467","0.0036971692461520433","0.0036971692461520433","0.0036971692461520433"
"468","0.003507243702188134","0.003507243702188134","0.003507243702188134"
"469","0.0034370804205536842","0.0034370804205536842","0.0034370804205536842"
"470","0.003409119788557291","0.003409119788557291","0.003409119788557291"
"472","0.0035123846028000116","0.0035123846028000116","0.0035123846028000116"
"473","0.0034547336399555206","0.0034547336399555206","0.0034547336399555206"
"474","0.0034453985281288624","0.0034453985281288624","0.0034453985281288624"
"475","0.0033904321026057005","0.0033904321026057005","0.0033904321026057005"
"476","0.0033406182192265987","0.0033406182192265987","0.0033406182192265987"
"477","0.003319142386317253","0.003319142386317253","0.003319142386317253"
"478","0.0032872676383703947","0.0032872676383703947","0.0032872676383703947"
"479","0.0032654679380357265","0.0032654679380357265","0.0032654679380357265"
"480","0.0032764868810772896","0.0032764868810772896","0.0032764868810772896"
"481","0.003285421757027507","0.003285421757027507","0.003285421757027507"
"482","0.003279763739556074","0.003279763739556074","0.003279763739556074"
"483","0.003274934832006693","0.003274934832006693","0.003274934832006693"
"484","0.003270968794822693","0.003270968794822693","0.003270968794822693"
"485","0.0032576967496424913","0.0032576967496424913","0.0032576967496424913"
"486","0.0032397371251136065","0.0032397371251136065","0.0032397371251136065"
"487","0.003223203122615814","0.003223203122615814","0.003223203122615814"
"488","0.003205240936949849","0.003205240936949849","0.003205240936949849"
"489","0.0031889050733298063","0.0031889050733298063","0.0031889050733298063"
"490","0.003180617932230234","0.003180617932230234","0.003180617932230234"
"491","0.0031852582469582558","0.0031852582469582558","0.0031852582469582558"
"492","0.003198063699528575","0.003198063699528575","0.003198063699528575"
"493","0.003208545269444585","0.003208545269444585","0.003208545269444585"
"494","0.0032096044160425663","0.0032096044160425663","0.0032096044160425663"
"495","0.0032050502486526966","0.0032050502486526966","0.0032050502486526966"
"496","0.0031966634560376406","0.0031966634560376406","0.0031966634560376406"
"497","0.003186485730111599","0.003186485730111599","0.003186485730111599"
"499","0.0032555656507611275","0.0032555656507611275","0.0032555656507611275"
